Gene_ID,Gene_Symbol,Gene_Description,Gene_Biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl,uniprot,summary,chr,start,end,width,strand,ncbi_alias,ensembl_alias,gc_content,hgnc_id,omim,ccds,reactome,ucsc,mirbase_id,cell_marker
116983,ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",protein_coding,91.1090329373547,0.410627988022069,0.242304298097602,1.6946789274727,0.0901363452758593,0.240466735091834,ENSG00000131584,Q96P50; F8W850; Q8WTZ1; Q8N2W2,"Predicted to enable GTPase activator activity and metal ion binding activity. Predicted to be involved in regulation of catalytic activity. Predicted to act upstream of or within neuron migration and regulation of neuron projection development. Predicted to be located in growth cone. [provided by Alliance of Genome Resources, Apr 2022]",1,1292390,1309609,17220,-1,CENTB5,CENTB5; KIAA1716,67.29,HGNC:16754,,CCDS19,,uc057bbi.1; uc001aeb.4; uc057bbj.1; uc057bbk.1; uc057bbl.1; uc057bbm.1; uc057bbn.1; uc057bbo.1; uc001aec.2; uc057bbp.1; uc057bbq.1; uc057bbr.1; uc057bbs.1,,
126789,PUSL1,pseudouridine synthase like 1,protein_coding,29.6078979455108,-0.0779570639099991,0.160796682121832,-0.484817614899124,0.627805726413071,0.783329126793708,ENSG00000169972,Q8N0Z8; J3KTG4,"Predicted to enable pseudouridine synthase activity. Predicted to be involved in tRNA pseudouridine synthesis. Located in mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]",1,1308597,1311677,3081,1,,FLJ90811,66.6,HGNC:26914,,CCDS20,,uc001aed.5; uc057bbt.1; uc057bbu.1; uc057bbv.1; uc316uzq.1; uc057bbw.1; uc316uzr.1,,
54973,INTS11,integrator complex subunit 11,protein_coding,122.999413211366,-0.0355230172295805,0.136802660393132,-0.259666128768969,0.795121321932491,0.890874346214646,ENSG00000127054,Q5TA45; C9IYS7; J3QRY6; E9PIX9; A0A087WXT8; H0YE15; E9PNS4; A0A087WYI0; E9PIS0; H7C247; E9PNH9; E9PIG1; E9PIL7; E9PI75; H0YDB1; E9PMA2; H0YEQ9; E9PKA4; E9PQF0; E9PJG0; C9J979,"The Integrator complex contains at least 12 subunits and associates with the C-terminal domain of RNA polymerase II large subunit (POLR2A; MIM 180660) and mediates the 3-prime end processing of small nuclear RNAs U1 (RNU1; MIM 180680) and U2 (RNU2; MIM 180690). INTS11, or CPSF3L, is the catalytic subunit of the Integrator complex (Baillat et al., 2005 [PubMed 16239144]).[supplied by OMIM, Mar 2008]",1,1311585,1324687,13103,-1,CPSF3L; CPSF73L; INT11; NEDMLOB; PSF3L; RC-68; RC68,CPSF3L; CPSF73L; FLJ20542; INT11; RC-68,60.44,HGNC:26052,611354,CCDS57960; CCDS57959; CCDS72678; CCDS21; CCDS57961,R-HSA-73857; R-HSA-74160; R-HSA-6807505,uc057bbx.1; uc001aef.2; uc010nyj.2; uc001aei.2; uc057bbz.1; uc057bca.1; uc001aee.4; uc057bcb.1; uc009vjy.2; uc057bcc.1; uc001aek.3; uc057bcd.1; uc001aeh.3; uc057bce.1; uc009vjz.3; uc057bcf.1; uc057bcg.1; uc057bch.1; uc057bci.1; uc057bcj.1; uc057bck.1; uc057bcl.1; uc057bcm.1; uc057bcn.1; uc057bco.1; uc057bcp.1; uc057bcq.1; uc057bcr.1; uc057bcs.1; uc057bct.1; uc057bcu.1; uc057bcv.1; uc057bcw.1; uc057bcx.1; uc057bcy.1; uc057bcz.1; uc057bda.1; uc057bdc.1; uc001ael.4; uc057bdd.1; uc057bde.1; uc057bdf.1; uc057bdg.1; uc057bdh.1; uc057bdi.1; uc057bdj.1; uc057bdk.1; uc057bdl.1; uc057bdn.1,,
80772,CPTP,ceramide-1-phosphate transfer protein,protein_coding,35.1936472413983,-0.226772267872281,0.181274578155672,-1.25098770152723,0.210938964469642,0.404835112452087,ENSG00000224051,Q5TA50; J3KST3,"Enables ceramide 1-phosphate binding activity and ceramide 1-phosphate transfer activity. Involved in several processes, including ceramide 1-phosphate transport; negative regulation of NLRP3 inflammasome complex assembly; and negative regulation of interleukin-1 beta production. Located in cytosol. [provided by Alliance of Genome Resources, Apr 2022]",1,1324756,1328896,4141,1,GLTPD1,GLTPD1; MGC10334,65.25,HGNC:28116,615467,CCDS30555,R-HSA-1430728; R-HSA-556833; R-HSA-1660662; R-HSA-428157; R-HSA-9840309,uc057bdo.1; uc001aeo.5; uc057bdp.1,,
83756,TAS1R3,taste 1 receptor member 3,protein_coding,9.46533505875769,0.327422799754577,0.335402297119585,0.976209174971265,0.328960817462808,0.534160356236374,ENSG00000169962,Q7RTX0,"The protein encoded by this gene is a G-protein coupled receptor involved in taste responses. The encoded protein can form a heterodimeric receptor with TAS1R1 to elicit the umami taste response, or it can bind with TAS1R2 to form a receptor for the sweet taste response. [provided by RefSeq, Nov 2015]",1,1331280,1335314,4035,1,T1R3,T1R3,66.64,HGNC:15661,605865,CCDS30556,R-HSA-162582; R-HSA-372790; R-HSA-500792; R-HSA-388396; R-HSA-418594; R-HSA-9709957; R-HSA-420499; R-HSA-9717189; R-HSA-9717207,uc010nyk.4,,Kidney|T|Plasma cell; Kidney|T|Plasma cell
1855,DVL1,dishevelled segment polarity protein 1,protein_coding,119.094995898799,-0.115568075485481,0.190982778128641,-0.605123020085286,0.545097259715689,0.723971854911722,ENSG00000107404,O14640; A0A0J9YYK1; A0A0J9YWZ5; Q6PJD6; Q86TH3,"DVL1, the human homolog of the Drosophila dishevelled gene (dsh) encodes a cytoplasmic phosphoprotein that regulates cell proliferation, acting as a transducer molecule for developmental processes, including segmentation and neuroblast specification. DVL1 is a candidate gene for neuroblastomatous transformation. The Schwartz-Jampel syndrome and Charcot-Marie-Tooth disease type 2A have been mapped to the same region as DVL1. The phenotypes of these diseases may be consistent with defects which might be expected from aberrant expression of a DVL gene during development. [provided by RefSeq, Jul 2008]",1,1335276,1349418,14143,-1,DRS2; DVL; DVL1L1; DVL1P1,,66.32,HGNC:3084,601365,CCDS22; CCDS81252,R-HSA-1643685; R-HSA-5663205; R-HSA-9658195; R-HSA-9824443; R-HSA-162582; R-HSA-194315; R-HSA-195258; R-HSA-9716542; R-HSA-195721; R-HSA-201681; R-HSA-4641258; R-HSA-5663220; R-HSA-201688; R-HSA-3858494; R-HSA-4086400; R-HSA-4641262; R-HSA-5368598; R-HSA-9664420; R-HSA-9673324,uc001aer.5; uc002quu.5; uc284mly.1; uc284mlz.1; uc284mma.1; uc284mmb.1; uc057bdr.1,,Umbilical cord blood|T|Multilymphoid progenitor cell; Umbilical cord blood|N|Multilymphoid progenitor cell
54587,MXRA8,matrix remodeling associated 8,protein_coding,136.372970093415,0.455257506201408,0.316467984384535,1.43855785945232,0.150275833177777,0.3271983084227,ENSG00000162576,Q9BRK3,"Predicted to be involved in establishment of glial blood-brain barrier. Located in extracellular exosome. [provided by Alliance of Genome Resources, Apr 2022]",1,1352689,1361777,9089,-1,ASP3,DKFZP586E2023,65.3,HGNC:7542,617293,CCDS59950; CCDS24; CCDS59951; CCDS59952,R-HSA-392499; R-HSA-597592; R-HSA-381426; R-HSA-8957275,uc057bds.1; uc001aez.4; uc001aew.6; uc001aex.6; uc001afa.5; uc057bdt.1; uc057bdu.1; uc057bdv.1; uc057bdw.1; uc057bdx.1,,Fetal gonad|T|Leydig precursor cell; Fetal gonad|N|Leydig precursor cell
54998,AURKAIP1,aurora kinase A interacting protein 1,protein_coding,82.2365900747744,-0.366951780925484,0.203249879307643,-1.80542188844333,0.0710086885289942,0.205837629501953,ENSG00000175756,Q9NWT8; Q6PI41,"Acts upstream of or within positive regulation of proteolysis. Located in mitochondrion and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",1,1373730,1375207,1478,-1,AIP; AKIP; MRP-S38; mS38,AIP; AKIP; FLJ20608; MS38,66.85,HGNC:24114,609183,CCDS25,R-HSA-392499; R-HSA-72766; R-HSA-5368286; R-HSA-5368287; R-HSA-5389840; R-HSA-5419276,uc001afb.2; uc009vkb.2; uc001afc.4; uc001afd.3; uc057bdy.1; uc057bdz.1,,Fetal kidney|T|Natural killer T (NKT) cell; Fetal kidney|N|Natural killer T (NKT) cell
81669,CCNL2,cyclin L2,protein_coding,678.824296123202,0.0160667991453988,0.184010551174437,0.0873145536647403,0.930421486050554,0.966983270484891,ENSG00000221978,Q96S94; C9J148; J3KRL1; J3QSH2,"The protein encoded by this gene belongs to the cyclin family. Through its interaction with several proteins, such as RNA polymerase II, splicing factors, and cyclin-dependent kinases, this protein functions as a regulator of the pre-mRNA splicing process, as well as in inducing apoptosis by modulating the expression of apoptotic and antiapoptotic proteins. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Aug 2011]",1,1385711,1399335,13625,-1,ANIA-6B; CCNM; CCNS; HCLA-ISO; HLA-ISO; PCEE; SB138,ANIA-6B; CCNM; CCNS; HLA-ISO; PCEE; SB138,51.38,HGNC:20570,613482,CCDS30557; CCDS30558,,uc057bea.1; uc001afi.4; uc057beb.1; uc057bec.1; uc057bed.1; uc057bee.1; uc057beg.1; uc057beh.1; uc010nym.2; uc057bei.1; uc057bej.1; uc057bek.1; uc057bel.1; uc057bem.1; uc021oep.2; uc057ben.1; uc057beo.1; uc057bep.1; uc057beq.1,,Lung|T|SLC16A7+ cell; Fetal kidney|T|Natural killer T (NKT) cell; Lung|N|SLC16A7+ cell; Fetal kidney|N|Natural killer T (NKT) cell
55052,MRPL20,mitochondrial ribosomal protein L20,protein_coding,99.5158288321446,-0.0685874125686629,0.145261035684972,-0.472166622282719,0.636807861954327,0.789162292550308,ENSG00000242485,Q9BYC9; I3L2X1,"Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 39S subunit protein. A pseudogene corresponding to this gene is found on chromosome 21q. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jan 2016]",1,1401909,1407293,5385,-1,L20mt; MRP-L20; bL20m,BL20M; FLJ10024,53.02,HGNC:14478,611833,CCDS26,R-HSA-392499; R-HSA-72766; R-HSA-5368286; R-HSA-5368287; R-HSA-5389840; R-HSA-5419276,uc001afo.6; uc057bey.1; uc057bez.1; uc057bfa.1; uc010nyn.2; uc057bfc.1,,Fetal kidney|T|Natural killer T (NKT) cell; Fetal kidney|N|Natural killer T (NKT) cell
441869,ANKRD65,ankyrin repeat domain 65,protein_coding,18.6089179308632,-0.301905679933361,0.304764788501255,-0.990618638780567,0.321871832920983,0.527588666281251,ENSG00000235098,E5RJM6,"",1,1418420,1421769,3350,-1,,,66.51,HGNC:42950,,CCDS57963; CCDS57962; CCDS55558,,uc001afp.3; uc001afq.4; uc010nyo.4; uc057bfe.1; uc057bff.1,,Lung|T|Ciliated cell; Lung|N|Ciliated cell
64856,VWA1,von Willebrand factor A domain containing 1,protein_coding,120.69734254341,0.454160790050273,0.315412136680961,1.43989636806416,0.149896720796467,0.326983636770157,ENSG00000179403,Q6PCB0; J3QRR0; J3QLP3,"VWA1 belongs to the von Willebrand factor (VWF; MIM 613160) A (VWFA) domain superfamily of extracellular matrix proteins and appears to play a role in cartilage structure and function (Fitzgerald et al., 2002 [PubMed 12062410]).[supplied by OMIM, Nov 2010]",1,1434861,1442882,8022,1,HMNMYO; HMNR7; WARP,FLJ22215; VWA-1; WARP,66.36,HGNC:30910,611901,CCDS28; CCDS27,R-HSA-392499; R-HSA-597592; R-HSA-381426; R-HSA-8957275,uc057bfl.1; uc001afr.4; uc001afs.5; uc057bfm.1,,
219293,ATAD3C,ATPase family AAA domain containing 3C,protein_coding,14.8847400049757,-0.272526691945943,0.445523081683146,-0.611700500266701,0.54073593084459,0.720289744139487,ENSG00000215915,Q5T2N8; J3QSF3,"Predicted to enable zinc ion binding activity. Predicted to be involved in mitochondrion organization. Located in mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]",1,1449689,1470163,20475,1,,FLJ34599,56.97,HGNC:32151,617227,CCDS44039,,uc001aft.3; uc057bfn.1; uc057bfo.1,,Lung|T|SLC16A7+ cell; Fetal gonad|T|Oogenesis phase fetal germ cell; Fetal kidney|T|Natural killer T (NKT) cell; Lung|N|SLC16A7+ cell; Fetal gonad|N|Oogenesis phase fetal germ cell; Fetal kidney|N|Natural killer T (NKT) cell
83858,ATAD3B,ATPase family AAA domain containing 3B,protein_coding,127.308405756259,0.250734390351511,0.230569178313681,1.08745840265951,0.276834272620789,0.480646532462079,ENSG00000160072,Q5T9A4; A0A5K1VW56,"The protein encoded by this gene is localized to the mitochondrial inner membrane, where it can bind to a highly-related protein, ATAD3A. ATAD3A appears to interact with matrix nucleoid complexes, and the encoded protein negatively regulates that interaction. This gene is expressed almost exclusively in pluripotent embryonic stem cells and some cancer cells. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2015]",1,1471765,1497848,26084,1,AAA-TOB3; TOB3,KIAA1273; TOB3,58.83,HGNC:24007,612317,CCDS30,R-HSA-168249; R-HSA-168256; R-HSA-6798695,uc288mcs.1; uc001afv.5; uc001afx.4; uc057bfp.1; uc057bfq.1; uc057bfr.1,,Umbilical cord blood|T|Multilymphoid progenitor cell; Fetal kidney|T|Natural killer T (NKT) cell; Umbilical cord blood|N|Multilymphoid progenitor cell; Fetal kidney|N|Natural killer T (NKT) cell
55210,ATAD3A,ATPase family AAA domain containing 3A,protein_coding,44.7219625703991,0.0546309090291457,0.193671233741999,0.282080657894309,0.77788166402084,0.88040092957368,ENSG00000197785,Q9NVI7; H0Y2W2; Q5SV16,"This gene encodes a ubiquitously expressed mitochondrial membrane protein that contributes to mitochondrial dynamics, nucleoid organization, protein translation, cell growth, and cholesterol metabolism. This gene is a member of the ATPase family AAA-domain containing 3 gene family which, in humans, includes two other paralogs. Naturally occurring mutations in this gene are associated with distinct neurological syndromes including Harel-Yoon syndrome. High-level expression of this gene is associated with poor survival in breast cancer patients. A homozygous knockout of the orthologous gene in mice results in embryonic lethality at day 7.5 due to growth retardation and defective development of the trophoblast lineage. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2017]",1,1512162,1534685,22524,1,HAYOS; PHRINL,FLJ10709,59.87,HGNC:25567,612316,CCDS53259; ; CCDS31; CCDS53260,,uc001aga.4; uc288lmp.1; uc001afz.3; uc057bfs.2; uc001agb.3; uc057bft.1; uc057bfu.1; uc057bfv.2,,Fetal kidney|T|Natural killer T (NKT) cell; Fetal kidney|N|Natural killer T (NKT) cell
29101,SSU72,"SSU72 homolog, RNA polymerase II CTD phosphatase",protein_coding,135.196839781183,-0.0800729003181679,0.118715202229089,-0.674495758038205,0.499996181704778,0.688560142551922,ENSG00000160075,Q9NP77,"Enables RNA polymerase II CTD heptapeptide repeat phosphatase activity. Involved in dephosphorylation of RNA polymerase II C-terminal domain and mRNA polyadenylation. Located in cytosol and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",1,1541673,1574863,33191,-1,HSPC182; PNAS-120,HSPC182,53.86,HGNC:25016,617680,CCDS32,R-HSA-73857; R-HSA-74160; R-HSA-6807505,uc001agd.5; uc057bfy.1; uc057bfz.1; uc001age.2,,Fetal kidney|T|Natural killer T (NKT) cell; Fetal kidney|N|Natural killer T (NKT) cell
